Gate Entry No,Truck No,Invoice No,In Date,In Time,Out Date,Out Time,Total,MGP-MGN,MGN-WBT,WBT-DOC,DOC-LDG/UNLDG,LDG/UNLDG-WBG,WBG-INV,INV-MGX,User
00000000006100009310,PB13X8131,9911113335,07-06-18,19:37,08-06-18,16:15,20:38,:01,:18,:18,17:41,1:29,1:46,2:01,SECOPR1
00000000006100008925,GJ18AZ8190,9912108705,07-06-18,19:40,08-06-18,13:37,17:57,:01,:30,:13,15:22,:17,:14,1:18,SECOPR1
00000000006100010030,GJ16Z0325,9913108486,07-06-18,20:07,08-06-18,13:53,17:46,:01,:09,:50,15:06,:15,:13,1:08,SECOPR1
00000000006100008880,GJ06AX0371,9511100262,07-06-18,20:09,08-06-18,16:41,20:32,:01,:21,:33,16:57,1:30,1:41,2:28,SECOPR1
00000000006100010229,GJ18AZ4482,9911113328,07-06-18,20:10,08-06-18,13:47,17:36,:01,:10,:45,15:50,:30,:51,:27,SECOPR1
00000000006100009471,GJ18AZ5490,9911113329,07-06-18,20:12,08-06-18,15:19,19:07,:01,:36,:16,15:44,:23,1:09,1:41,SECOPR1
00000000006100010250,NL01AA5784,9912108707,07-06-18,20:44,08-06-18,14:44,17:59,:01,:31,:08,14:15,:34,:14,2:13,SECOPR1
00000000006100010098,HR67B3647,9912108706,07-06-18,20:46,08-06-18,14:48,18:02,:01,:14,2:22,12:28,:12,:21,2:21,SECOPR1
00000000006100008430,HR47D9630,9912108710,07-06-18,20:57,08-06-18,17:15,20:17,:01,:34,:12,15:09,:06,:16,3:56,SECOPR1
00000000006100010146,MH09CU8191,9912108704,07-06-18,21:00,08-06-18,12:12,15:12,:01,:27,:15,13:17,:09,:07,:53,SECOPR1
00000000006100010223,MH43Y4694,9911113336,07-06-18,21:06,08-06-18,15:55,18:49,:01,1:10,:11,15:34,1:06,1:19,1:33,SECOPR1
00000000006100010248,WB23C7795,9911113395,07-06-18,21:17,09-06-18,15:50,42:33,:01,:45,18:31,19:21,:25,:38,3:39,SECOPR1
00000000006100010105,GJ21V3777,9911113339,07-06-18,21:18,08-06-18,16:10,18:51,:01,:56,:04,16:41,2:01,2:16,:50,SECOPR1
00000000006100010177,HR67B5274,9911113345,07-06-18,22:13,08-06-18,19:05,20:52,:01,:13,:09,17:41,:31,:08,2:06,SECOPR1
00000000006100010034,MH04HD8368,9911113338,07-06-18,22:22,08-06-18,17:00,18:38,:01,:16,:46,14:46,1:42,2:04,2:25,SECOPR1
00000000006100009125,TN888048,9913108487,07-06-18,22:44,08-06-18,16:05,17:21,:01,:08,:41,14:10,:41,:56,2:04,SECOPR1
00000000006100009057,GJ01AU4460,9912108711,07-06-18,22:45,08-06-18,15:28,16:42,:01,:11,:48,13:30,:20,:44,1:47,SECOPR1
00000000006100009634,HR55V4277,9913108488,07-06-18,23:01,08-06-18,16:52,17:51,:01,:15,:18,14:30,1:02,1:18,2:29,SECOPR1
00000000006100010115,GJ05AV9784,9911113337,07-06-18,23:09,08-06-18,16:07,16:57,:01,:11,:12,14:36,1:08,1:17,1:45,SECOPR1
00000000006100010104,GJ06AZ1884,9911113344,07-06-18,23:19,08-06-18,18:34,19:14,:01,:11,:15,16:49,1:11,1:25,1:42,SECOPR1
00000000006100010285,HR45B8558,9912108722,07-06-18,23:58,08-06-18,19:56,19:57,:01,:25,8:57,8:20,1:27,1:53,1:47,SECOPR1
00000000006100010090,PB65AR7196,9912108717,08-06-18,0:03,08-06-18,18:44,18:40,:01,:15,5:07,11:29,:44,:55,1:35,SECOPR1
00000000006100009624,TN28BA9196,9912108718,08-06-18,0:11,08-06-18,18:25,18:14,:01,:16,3:59,12:37,1:34,1:47,1:07,SECOPR1
00000000006100010264,KA28B7121,9912108716,08-06-18,0:53,08-06-18,18:18,17:24,:01,:07,3:17,12:26,1:17,1:29,1:18,SECOPR1
00000000006100010049,MH40BG9394,9313700261,08-06-18,0:59,08-06-18,19:34,18:34,:01,:19,2:59,14:08,3:01,3:16,:50,SECOPR1
00000000006100010091,GJ02XX5019,9911113358,08-06-18,1:01,08-06-18,20:09,19:07,:01,:10,9:04,8:21,1:16,1:40,1:06,SECOPR1
00000000006100010050,MH40BG9494,9313700262,08-06-18,1:06,08-06-18,19:37,18:30,:01,:17,2:51,14:15,3:05,3:17,:52,SECOPR1
00000000000200002567,GJ15AT1361,9523101569,08-06-18,8:01,08-06-18,13:33,5:32,:01,:19,:51,2:34,,,1:06,SECOPR1
00000000000200002566,GJ06AX0397,9523101568,08-06-18,8:13,08-06-18,13:31,5:17,:01,:11,:53,2:21,,,1:07,SECOPR1
00000000006100009451,MH04EB5329,9913108489,08-06-18,8:17,08-06-18,17:29,9:11,:01,:10,:14,6:39,:49,:07,1:09,SECOPR1
00000000006100009482,GJ16AU3270,9911113349,08-06-18,8:25,08-06-18,21:22,12:56,:01,:15,2:11,7:37,:45,:57,2:39,SECOPR1
00000000000300001430,GJ12Z2547,9922101655,08-06-18,8:29,08-06-18,14:25,5:55,:01,:10,:26,3:18,,,:46,SECOPR1
00000000006100009278,GJ16AU3444,9911113347,08-06-18,8:33,08-06-18,18:54,10:20,:01,:11,1:39,7:03,:03,:27,1:01,SECOPR1
00000000006100010151,MH08AP0993,9912108714,08-06-18,8:58,08-06-18,17:40,8:41,:01,:24,:07,6:44,:26,:39,1:09,SECOPR1
00000000006100009184,RJ27GB1296,9913108493,08-06-18,9:12,08-06-18,19:14,10:01,:01,:14,:14,8:04,:24,:44,1:07,SECOPR1
00000000006100010219,GJ18AZ8172,9911113353,08-06-18,10:06,08-06-18,21:38,11:32,:01,:11,:56,6:57,:19,:50,2:55,SECOPR1
00000000006100010181,HR45B0085,9911113360,08-06-18,10:09,08-06-18,21:41,11:31,:01,:19,:09,9:14,2:10,2:23,1:34,SECOPR1
00000000006100010237,GJ18AZ6372,9912108726,08-06-18,10:24,08-06-18,21:33,11:09,:01,:13,:13,7:43,:51,1:00,2:47,SECOPR1
00000000000300001425,OR15M8259,9922101657,08-06-18,10:37,08-06-18,15:32,4:55,:01,:16,:16,2:40,,,:57,SECOPR1
00000000006100010284,HR67B5422,9911113357,08-06-18,10:48,08-06-18,20:48,10:00,:01,:07,:09,7:31,:50,1:11,1:50,SECOPR1
00000000000200002589,GJ12AT7819,9523101572,08-06-18,10:51,08-06-18,16:46,5:55,:01,:41,:44,1:57,,,1:18,SECOPR1
00000000006100010084,TN52F9391,9912108723,08-06-18,10:53,08-06-18,19:09,8:15,:01,:08,:07,6:45,:08,:24,:57,SECOPR1
00000000000300001426,GJ06AV9245,9922101656,08-06-18,10:56,08-06-18,15:35,4:38,:01,:11,:20,2:02,,,1:01,SECOPR1
00000000006100010103,PB07BG0160,9912108724,08-06-18,11:02,08-06-18,20:06,9:03,:01,:30,:07,6:44,:33,:41,1:31,SECOPR1
00000000000200002605,GJ06AX0137,9522100883,08-06-18,11:04,08-06-18,16:24,5:19,:01,:10,:21,2:28,,,:58,SECOPR1
00000000006100010234,GJ18AX5481,9911113362,08-06-18,11:08,08-06-18,23:06,11:58,:01,:52,:07,8:17,2:31,3:57,1:15,SECOPR1
00000000006100008937,GJ18AV7532,9313500010,08-06-18,11:13,08-06-18,19:03,7:50,:01,:06,:07,6:09,:14,:17,:52,SECOPR1
00000000000200002316,GJ12AZ7909,9523101570,08-06-18,11:20,08-06-18,16:48,5:28,:01,:09,:27,2:26,,,1:25,SECOPR1
00000000000200002571,GJ12AZ7662,9523101570,08-06-18,11:22,08-06-18,16:56,5:34,:01,:14,,,,,,SECOPR1
00000000006100008969,GJ18AZ4086,9911113361,08-06-18,11:24,08-06-18,23:13,11:48,:01,:38,:05,8:17,2:33,3:54,1:24,SECOPR1
00000000000200002575,GJ12AZ1445,9523101571,08-06-18,11:26,08-06-18,16:30,5:04,:01,:17,:38,1:56,,,1:03,SECOPR1
00000000006100009614,RJ19GB9342,9911113359,08-06-18,11:32,08-06-18,20:46,9:14,:01,:08,:06,7:33,1:28,1:51,1:01,SECOPR1
00000000000200002604,GJ06AV7660,9522100884,08-06-18,11:33,08-06-18,16:49,5:15,:01,:30,:24,2:28,,,1:19,SECOPR1
00000000000300001431,GJ06AV9477,9922101658,08-06-18,11:36,08-06-18,17:03,5:27,:01,:16,:41,2:50,,,1:17,SECOPR1
00000000000200002606,GJ06AV9781,9522100885,08-06-18,11:37,08-06-18,17:21,5:43,:01,:18,:44,3:21,,,:53,SECOPR1
00000000000300001432,GJ06AT9174,9922101660,08-06-18,11:40,08-06-18,18:30,6:49,:01,:20,:44,4:31,,,:40,SECOPR1
00000000006100010107,UP63AT3494,9512100242,08-06-18,11:47,09-06-18,9:31,21:43,:01,:37,:59,7:44,3:11,4:01,11:28,SECOPR1
00000000000200002516,GJ16W0999,9524102180,08-06-18,11:51,08-06-18,16:54,5:02,:01,:22,:37,2:16,,,1:12,SECOPR1
00000000000300001437,NL02K9378,9922101659,08-06-18,11:54,08-06-18,18:13,6:19,:01,:24,:42,4:06,,,:40,SECOPR1
00000000000200002517,GJ16Z9839,9524102182,08-06-18,12:01,08-06-18,17:06,5:04,:01,:30,:51,2:12,,,1:07,SECOPR1
00000000000200002518,GJ02Z9811,9524102181,08-06-18,12:04,08-06-18,17:09,5:04,:01,:18,:46,2:09,,,1:24,SECOPR1
00000000000300001424,GJ06AV9384,9922101661,08-06-18,12:09,08-06-18,18:49,6:39,:01,:19,:46,4:27,,,:36,SECOPR1
00000000006100010280,AP16TD9090,9911113366,08-06-18,12:16,09-06-18,13:04,24:48,:01,:20,:27,9:23,4:35,7:08,12:02,SECOPR1
00000000006100010274,AP16TG5199,9912108729,08-06-18,12:23,09-06-18,13:08,24:44,:01,:23,:20,12:28,7:37,9:03,10:05,SECOPR1
00000000006100010173,HR67B0728,9911113363,08-06-18,12:28,09-06-18,10:28,22:00,:01,:14,:39,7:24,2:46,4:02,12:24,SECOPR1
00000000006100010095,HR55Q1054,9912108728,08-06-18,12:36,09-06-18,0:04,11:27,:01,:23,:32,6:55,:03,1:16,2:15,SECOPR1
00000000006100010194,GJ18AU7240,9913108494,08-06-18,12:38,08-06-18,20:14,7:35,:01,:33,:05,5:22,:41,:54,1:19,SECOPR1
00000000000300001436,GJ27X3903,9921102385,08-06-18,12:42,08-06-18,18:51,6:08,:01,:17,1:11,3:34,,,:35,SECOPR1
00000000000300001433,GJ12AW0719,9922101662,08-06-18,12:44,08-06-18,19:39,6:54,:01,:17,:55,4:42,,,:35,SECOPR1
00000000006100010081,TN88B2790,9911113372,08-06-18,12:48,09-06-18,11:11,22:23,:01,:15,:30,12:39,2:41,3:53,7:44,SECOPR1
00000000006100009421,HR63D2379,9912108748,08-06-18,12:55,09-06-18,11:02,22:06,:01,:09,:08,14:55,10:11,14:16,2:45,SECOPR1
00000000000200002578,GJ12Z3855,9523101573,08-06-18,13:06,08-06-18,19:31,6:25,:01,:34,:26,3:33,,,:46,SECOPR1
00000000006100009382,UP78DT6738,9512100243,08-06-18,13:14,09-06-18,11:48,22:34,:01,:19,:26,18:29,6:53,7:34,2:36,SECOPR1
00000000006100010287,HR45B4671,9913108503,08-06-18,13:16,09-06-18,12:13,22:57,:01,:25,:30,12:41,3:18,4:06,8:29,SECOPR1
00000000006100009519,UP78DN7228,9913108507,08-06-18,13:21,09-06-18,11:52,22:31,:01,:16,:14,18:41,:44,1:23,2:38,SECOPR1
00000000006100009289,GJ01AZ5565,9912108738,08-06-18,13:28,09-06-18,9:39,20:10,:01,:49,:13,14:15,:33,1:18,4:07,SECOPR1
00000000006100009401,GJ03AW9416,9913108504,08-06-18,13:31,09-06-18,9:37,20:06,:01,:47,:13,13:38,2:23,2:51,4:57,SECOPR1
00000000006100010070,TN52J2332,9911113369,08-06-18,13:36,09-06-18,8:07,18:30,:01,:55,:17,10:41,:08,1:22,5:04,SECOPR1
00000000006100010069,TN52J1819,9911113367,08-06-18,14:00,09-06-18,8:06,18:05,:01,:26,:21,10:45,:05,1:20,5:04,SECOPR1
00000000006100010322,HR69C7347,9312700025,08-06-18,14:06,09-06-18,10:57,20:51,:01,:32,:13,12:22,1:07,:19,6:13,SECOPR1
00000000006100010281,TN88D1332,9911113370,08-06-18,14:08,09-06-18,10:20,20:11,:01,:33,:59,10:27,:24,1:37,6:55,SECOPR1
00000000000200002520,GJ16X9802,9524102183,08-06-18,14:11,08-06-18,18:15,4:04,:01,:16,:17,2:11,,,:42,SECOPR1
00000000006100010263,RJ19GE9586,9912108752,08-06-18,14:18,09-06-18,11:54,21:36,:01,:09,:08,17:47,4:01,4:16,3:15,SECOPR1
00000000006100010118,GJ05UU6475,9313100013,08-06-18,14:20,09-06-18,8:13,17:52,:01,:09,:04,13:53,:38,:22,2:42,SECOPR1
00000000000300001434,GJ06VV8890,9921102386,08-06-18,14:25,08-06-18,19:11,4:45,:01,:07,:35,2:38,,,:49,SECOPR1
00000000006100010128,HR55G6813,9913108499,08-06-18,14:31,09-06-18,10:42,20:11,:01,:15,:26,7:04,2:21,2:32,12:12,SECOPR1
00000000006100008766,HR63D7738,9912108736,08-06-18,14:38,09-06-18,10:16,19:37,:01,:12,:06,12:34,:51,:21,5:30,SECOPR1
00000000000200002519,GJ06AV8431,9524102185,08-06-18,14:41,08-06-18,18:28,3:47,:01,:07,:12,2:12,,,:36,SECOPR1
00000000006100010117,WB23E4157,9912108759,08-06-18,14:49,09-06-18,14:38,23:49,:01,:12,:23,21:30,:12,:28,1:25,SECOPR1
00000000006100010239,GJ18AZ9945,9911113376,08-06-18,15:16,09-06-18,12:46,21:29,:01,:08,:27,10:57,4:36,:22,4:56,SECOPR1
00000000006100009454,HR45B7766,9911113374,08-06-18,15:22,09-06-18,8:20,16:57,:01,:08,:56,11:00,:53,:25,3:32,SECOPR1
00000000000200002445,GJ06AV4964,9524102184,08-06-18,15:23,08-06-18,18:21,2:57,:01,:08,:11,1:20,,,:47,SECOPR1
00000000000200001922,GJ12Z3619,9524102184,08-06-18,15:41,08-06-18,17:51,2:10,:01,:10,,,,,,20535
00000000006100010171,HR68B4106,9912108751,08-06-18,15:43,09-06-18,11:25,19:42,:01,1:17,:08,14:19,:15,:30,3:08,SECOPR1
00000000006100009645,GJ18AU8957,9911113391,08-06-18,15:48,09-06-18,12:42,20:54,:01,:43,:08,15:45,:41,1:25,3:30,20535
00000000006100009307,HR47C4079,9912108756,08-06-18,15:49,09-06-18,11:23,19:33,:01,:14,:16,16:38,4:45,5:19,1:48,SECOPR1
00000000006100009218,HR47C9053,9912108730,08-06-18,15:54,09-06-18,10:51,18:57,:01,:13,:06,8:23,:54,1:30,7:46,20535
00000000000200002615,GJ12Z0728,9522100886,08-06-18,15:54,08-06-18,19:42,3:48,:01,:11,:10,2:27,,,:27,SECOPR1
00000000006100009988,GJ18AU8947,9912108742,08-06-18,15:56,09-06-18,12:50,20:54,:01,:31,:06,12:25,2:29,:16,5:04,SECOPR1
00000000000200002612,GJ12W7662,9522100887,08-06-18,16:06,08-06-18,20:16,4:09,:01,:08,:11,2:50,,,:40,20535
00000000006100009540,NL01AB5984,9912108745,08-06-18,16:07,09-06-18,12:27,20:20,:01,:19,:09,14:09,:39,:26,4:34,SECOPR1
00000000000200002613,GJ12W7642,9912108745,08-06-18,16:15,08-06-18,23:34,7:18,:01,:11,,,,,,20535
00000000006100010269,KA23A7605,9912108735,08-06-18,16:18,09-06-18,9:09,16:51,:01,:17,:15,11:12,2:25,3:02,4:28,SECOPR1
00000000006100010273,MH08AP9909,9912108741,08-06-18,16:24,09-06-18,9:01,16:37,:01,:14,:11,14:05,:20,:11,1:33,SECOPR1
00000000000200002305,GJ06AV6423,9523101574,08-06-18,16:32,08-06-18,19:59,3:27,:01,:13,:23,1:28,,,:47,SECOPR1
00000000006100010212,RJ27GC6272,9911113386,08-06-18,16:37,09-06-18,11:36,18:59,:01,:14,:05,12:46,1:38,1:16,2:56,SECOPR1
00000000000200002614,GJ12Z0729,9911113386,08-06-18,16:39,08-06-18,23:29,6:50,:01,:12,,,,,,20535
00000000000200002281,GJ15AT1232,9524102186,08-06-18,16:57,09-06-18,12:02,19:05,:01,:13,:23,15:55,,,1:58,SECOPR1
00000000006100010312,TN52H4461,9513100268,08-06-18,16:58,09-06-18,11:14,18:16,:01,:24,:26,10:34,:06,:30,6:24,20535
00000000006100010283,HR45B6611,9911113381,08-06-18,17:00,09-06-18,10:35,17:35,:01,:16,:11,13:12,:41,:32,2:40,SECOPR1
00000000006100010147,RJ04GA3589,9912108743,08-06-18,17:01,09-06-18,11:00,17:59,:01,:11,:05,13:33,:26,:27,3:11,SECOPR1
00000000006100010282,HR45B5019,9911113385,08-06-18,17:02,09-06-18,11:33,18:31,:01,1:16,:07,13:25,:03,:33,3:12,SECOPR1
00000000006100010268,MH08AP0711,9912108734,08-06-18,17:09,09-06-18,8:00,14:51,:01,:09,:11,10:28,2:09,2:46,3:22,SECOPR1
00000000006100010272,KA25AA2778,9912108739,08-06-18,17:10,09-06-18,9:18,16:08,:01,:09,:09,13:34,5:14,5:33,1:55,20535
00000000006100010296,MH46H1483,9911113378,08-06-18,17:23,09-06-18,12:18,18:55,:01,:09,:16,13:08,:18,:36,4:24,SECOPR1
00000000006100010277,KA563376,9913108501,08-06-18,17:36,09-06-18,11:08,17:31,:01,:25,:17,7:01,:10,1:33,8:01,SECOPR1
00000000006100010036,GJ21V8680,9911113392,08-06-18,17:39,09-06-18,12:05,18:26,:01,:11,:13,14:22,:41,1:29,2:49,SECOPR1
00000000000300001440,GJ12BW9898,9921102387,08-06-18,17:45,09-06-18,13:26,19:40,:01,:15,1:27,15:09,,,1:22,SECOPR1
00000000006100010278,KA563184,9911113393,08-06-18,17:51,09-06-18,12:54,19:03,:01,:09,:19,15:32,2:06,2:17,2:49,SECOPR1
00000000006100010321,OD18E1734,9513100269,08-06-18,17:58,09-06-18,11:19,17:21,:01,:08,:17,13:36,:12,1:05,2:24,SECOPR1
00000000006100008417,HR63D3451,9912108732,08-06-18,18:00,09-06-18,10:03,16:03,:01,:07,:11,8:36,:41,1:17,6:27,SECOPR1
00000000006100008896,HR45B6929,9911113383,08-06-18,18:06,09-06-18,11:30,17:23,:01,:08,:15,12:10,:39,:35,3:32,SECOPR1
00000000006100010195,GJ12X1776,9913108506,08-06-18,18:08,09-06-18,9:25,15:17,:01,:09,:08,12:18,1:39,2:12,2:05,SECOPR1
00000000006100010298,MH40Y2395,9912108755,08-06-18,18:09,09-06-18,11:42,17:32,:01,:10,:14,13:36,:13,:46,2:56,20535
00000000006100010035,GJ18AV8302,9913108511,08-06-18,18:13,09-06-18,14:44,20:31,:01,:07,:11,17:05,:07,:13,2:58,SECOPR1
00000000006100010192,GJ16AU4417,9913108514,08-06-18,18:29,09-06-18,16:50,22:21,:01,:20,:06,18:03,:16,:58,3:06,20535
00000000006100009129,TN28BA4591,9911113399,08-06-18,18:42,09-06-18,14:36,19:53,:01,:12,:07,17:48,1:19,1:28,1:35,SECOPR1
00000000006100010213,GJ01DY5817,9913108515,08-06-18,18:52,09-06-18,17:18,22:25,:01,:13,:37,18:34,1:36,1:46,2:48,SECOPR1
00000000006100009016,NL01AB4140,9911113389,08-06-18,18:58,09-06-18,12:23,17:25,:01,:10,:16,12:50,:22,:53,3:35,SECOPR1
00000000006100009219,RJ40GA2148,9911113409,08-06-18,19:00,09-06-18,18:14,23:13,:01,:11,:36,17:58,:47,2:16,2:56,SECOPR1
00000000006100009161,GJ01BV1868,9913108516,08-06-18,19:56,09-06-18,18:22,22:26,:01,:36,13:04,5:12,:37,1:05,3:03,SECOPR1
00000000006100010390,MH40N6895,9911113398,08-06-18,19:02,09-06-18,13:41,18:39,:01,:12,:22,16:33,:39,:56,1:11,SECOPR1
00000000006100010403,TN24H7273,9912108754,08-06-18,19:04,09-06-18,12:09,17:04,:01,:18,:26,12:16,:10,:46,3:25,SECOPR1
00000000006100009143,TN34Z4288,9911113408,08-06-18,19:13,09-06-18,16:23,21:10,:01,:13,:24,17:43,:34,:54,2:27,SECOPR1
00000000006100009314,HR63D6017,9912108767,08-06-18,19:14,09-06-18,18:43,23:28,:01,:27,:10,19:22,1:04,1:18,3:11,SECOPR1
00000000006100010138,HR63D4317,9913108508,08-06-18,19:16,09-06-18,18:12,22:55,:01,:22,:07,14:56,2:51,3:05,7:13,SECOPR1
00000000006100010064,GJ05BX5012,9913108512,08-06-18,19:24,09-06-18,13:19,17:54,:01,:09,:13,15:44,,:23,1:22,SECOPR1
00000000006100009379,TN88A4899,9912108740,08-06-18,19:29,09-06-18,9:59,14:29,:01,:45,:37,9:56,1:44,2:18,2:34,SECOPR1
00000000006100008919,TN88A8917,9912108772,08-06-18,19:42,09-06-18,20:22,24:39,:01,:36,:34,21:10,2:28,2:55,1:49,SECOPR1
00000000006100010315,GJ05BX5594,9513100273,08-06-18,19:48,09-06-18,15:57,20:08,:01,:09,:12,17:17,:43,1:08,2:02,SECOPR1
00000000006100007828,GJ06ZZ5521,9912108779,08-06-18,19:50,10-06-18,8:01,36:11,:01,:12,14:21,9:43,1:09,1:28,11:33,SECOPR1
00000000006100009467,GJ16AU2170,9911113402,08-06-18,20:06,09-06-18,16:34,20:27,:01,1:03,:37,14:53,:19,:16,3:14,SECOPR1
00000000006100010380,GJ06AX0997,9911113452,08-06-18,20:35,10-06-18,12:50,40:15,:01,:52,13:24,19:15,11:08,11:21,6:27,SECOPR1
00000000006100009487,HR67B3349,9911113412,08-06-18,20:40,09-06-18,18:25,21:45,:01,:36,:06,17:20,:12,:21,3:05,SECOPR1
00000000006100010405,KA563458,9913108529,08-06-18,20:46,09-06-18,22:27,25:41,:01,:34,5:27,16:17,2:41,3:51,2:10,SECOPR1
00000000006100010224,MH04FJ366,9911113435,08-06-18,20:51,09-06-18,20:18,23:26,:01,:09,14:05,7:04,:10,:20,1:34,SECOPR1
00000000006100010406,KA562735,9913108535,08-06-18,20:59,09-06-18,22:33,25:34,:01,:24,5:27,16:16,2:41,3:54,2:10,SECOPR1
00000000006100010351,HR67B0891,9911113413,08-06-18,21:23,09-06-18,18:53,21:30,:01,:40,:05,17:14,:09,:34,2:44,SECOPR1
00000000006100010302,GJ06AU9297,9913108521,08-06-18,21:26,09-06-18,19:43,22:16,:01,:32,:14,19:08,1:44,1:55,2:09,SECOPR1
00000000006100010154,TN88B0536,9912108758,08-06-18,21:40,09-06-18,16:06,18:25,:01,:12,:07,14:14,:28,:04,3:15,SECOPR1
00000000006100010369,GJ18U7739,9912108762,08-06-18,22:29,09-06-18,17:58,19:28,:01,:14,:42,13:33,:10,:32,4:12,SECOPR1
00000000006100010300,GJ06AV9086,9913108528,08-06-18,22:37,10-06-18,11:39,37:02,:01,:14,1:31,19:22,3:26,3:54,15:25,SECOPR1
00000000006100010099,GJ02XX4674,9912108792,08-06-18,22:46,10-06-18,13:03,38:17,:01,:15,12:47,14:01,:44,3:37,6:49,SECOPR1
00000000006100009453,GJ18AU7300,9911113397,08-06-18,22:48,09-06-18,14:18,15:30,:01,:10,:28,12:38,:32,:38,2:05,SECOPR1
00000000006100010404,KA562859,9913108536,08-06-18,22:53,09-06-18,22:21,23:28,:01,:20,12:40,7:56,:17,:15,1:56,SECOPR1
00000000006100010019,GJ18AU7290,9911113396,08-06-18,22:55,09-06-18,14:10,15:15,:01,:24,:09,12:31,:26,:35,1:59,SECOPR1
00000000006100010265,MH09CV7126,9912108761,08-06-18,23:01,09-06-18,18:04,19:03,:01,:07,:19,13:35,1:31,2:08,4:22,SECOPR1
00000000006100010411,KA563061,9913108523,08-06-18,23:16,09-06-18,19:27,20:11,:01,:21,2:14,16:06,1:46,1:58,1:15,SECOPR1
00000000006100010015,GJ18AT9679,9913108513,08-06-18,23:18,09-06-18,14:15,14:57,:01,:11,:04,12:34,:34,:54,1:44,SECOPR1
00000000006100010253,GJ05BX5078,9913108517,08-06-18,23:21,09-06-18,18:37,19:16,:01,:09,:05,14:59,:21,:21,3:16,SECOPR1
00000000006100009332,RJ14GJ3702,9911113438,08-06-18,23:24,09-06-18,22:11,22:46,:01,:15,2:07,17:49,3:15,3:55,1:53,SECOPR1
00000000006100010409,TN28AK2442,9911113414,08-06-18,23:26,09-06-18,19:14,19:47,:01,:16,:07,16:23,:34,:52,2:41,SECOPR1
00000000006100010047,GJ18AU7224,9313700265,08-06-18,23:35,09-06-18,17:37,18:01,:01,:14,:25,14:20,:26,:49,2:35,SECOPR1
00000000006100009485,HR45B0058,9911113416,08-06-18,23:37,09-06-18,19:03,19:25,:01,:09,:29,16:28,:24,:32,2:09,SECOPR1
00000000006100010242,GJ14W1116,9313700264,08-06-18,23:43,09-06-18,17:52,18:08,:01,:07,:23,14:04,:10,:47,2:52,SECOPR1
00000000006100010048,GJ18AU7037,9313700263,08-06-18,23:49,09-06-18,17:32,17:42,:01,:08,:17,14:08,1:39,1:45,3:00,SECOPR1
00000000006100010352,HR45B3859,9911113436,08-06-18,23:51,09-06-18,20:33,20:41,:01,:16,:15,17:13,:38,:35,1:41,SECOPR1
00000000006100009005,GJ18AX6512,9911113415,08-06-18,23:56,09-06-18,18:49,18:52,:01,:17,:11,15:44,:02,:23,2:16,SECOPR1
00000000006100010240,GJ18AX5085,9911113419,09-06-18,0:02,09-06-18,19:30,19:28,:01,:17,:10,16:45,:56,1:10,1:59,SECOPR1
00000000006100009999,GJ15UU0237,9911113417,09-06-18,0:04,10-06-18,10:05,34:01,:01,:09,16:43,:17,:24,:05,16:55,SECOPR1
00000000006100010354,HR45C7413,9913108519,09-06-18,0:05,09-06-18,18:29,18:23,:01,:14,:05,15:23,:17,:02,2:19,SECOPR1
00000000006100010350,GJ19V0438,9913108524,09-06-18,0:32,10-06-18,9:57,33:25,:01,:15,:50,16:25,1:42,2:05,15:28,SECOPR1
00000000006100010398,TN52F3945,9912108773,09-06-18,0:39,09-06-18,20:51,20:12,:01,:20,:35,16:42,1:55,2:18,2:09,SECOPR1
00000000006100010232,GJ21V7176,9911113431,09-06-18,0:42,10-06-18,8:17,31:35,:01,:12,:39,16:34,1:46,2:06,13:47,SECOPR1
00000000006100010299,MH40Y2765,9912108769,09-06-18,1:15,09-06-18,20:40,19:24,:01,:10,:33,15:34,1:21,1:32,2:54,SECOPR1
00000000006100010270,MH09CU6014,9911113427,09-06-18,1:17,09-06-18,20:01,18:43,:01,:09,:32,15:56,1:33,1:46,1:51,SECOPR1
00000000006100010389,GJ18AZ3654,9911113437,09-06-18,1:24,09-06-18,20:49,19:24,:01,:17,:45,16:42,2:46,2:52,1:31,SECOPR1
00000000006100010393,GJ18AV8296,9911113421,09-06-18,1:30,09-06-18,19:06,17:35,:01,:08,:21,15:24,1:02,1:08,1:33,SECOPR1
00000000000200002626,GJ12AY9012,9523101580,09-06-18,8:11,09-06-18,16:58,8:47,:01,:19,1:51,2:38,,,2:40,SECOPR1
00000000006100008273,GJ37T5745,9911113430,09-06-18,8:13,09-06-18,19:46,11:33,:01,:06,:04,9:17,1:09,1:42,1:30,SECOPR1
00000000000300001441,GJ12AU8585,9921102388,09-06-18,8:21,09-06-18,17:03,8:41,:01,:13,1:21,2:54,,,2:45,SECOPR1
00000000000200002590,GJ06AX4392,9523101579,09-06-18,8:24,09-06-18,13:37,5:12,:01,:28,:21,2:30,,,1:17,SECOPR1
00000000000200002570,GJ15AT1357,9523101576,09-06-18,8:27,09-06-18,13:16,4:48,:01,:10,:10,2:47,,,1:13,SECOPR1
00000000006100009468,GJ16AU2062,9911113422,09-06-18,8:29,09-06-18,19:37,11:08,:01,:08,:29,8:21,:44,:57,1:54,SECOPR1
00000000006100010292,MH06AQ2079,9912108771,09-06-18,8:37,09-06-18,19:56,11:18,:01,:09,:23,8:42,:41,:57,1:45,SECOPR1
